Unnamed: 0,id,brand,name,price,currency,category,created_at,description
465,518,smashbox,Insta-Matte Lipstick Transformer,24.0,USD,lipstick,2016-10-02T01:32:52.968Z,"Give your lipstick a matte makeover—instantly! Created by our L.A. photo studio pro artists to instantly double their lipstick collection on set, this gel transforms any cream lipstick into a velvety matte finish that’s never chalky. Now you can wear your favorite lip shades 2 ways, minus the mess of DIY mattifying methods. Loose powder on your lips? No thanks. Just pat for matte!Apply generously over cream lipstick using finger until a matte look is achieved. FYI: Not for use with glosses, lacquers or balms. Transforms any cream lipstick into a matte finish and doubles your lipstick wardrobe Improves wear of lipstick & prevents feathering Portable tube makes it perfect for on-the-go Apply generously over cream lipstick using finger until a matte look is achieved. FYI: Not for use with glosses, lacquers or balms.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: DIMETHICONE , DIMETHICONE CROSSPOLYMER , TOCOPHEROL , TOCOPHERYL ACETATE , CAPRYLYL GLYCOL , HEXYLENE GLYCOL , TETRAHEXYLDECYL ASCORBATE , PHENOXYETHANOL
                <ILNILN42165>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Give your lipstick a matte makeover—instantly! Created by our L.A. photo studio pro artists to instantly double their lipstick collection on set, this gel transforms any cream lipstick into a velvety matte finish that’s never chalky. Now you can wear your favorite lip shades 2 ways, minus the mess of DIY mattifying methods. Loose powder on your lips? No thanks. Just pat for matte!Apply generously over cream lipstick using finger until a matte look is achieved. FYI: Not for use with glosses, lacquers or balms. Transforms any cream lipstick into a matte finish and doubles your lipstick wardrobe Improves wear of lipstick & prevents feathering Portable tube makes it perfect for on-the-go Apply generously over cream lipstick using finger until a matte look is achieved. FYI: Not for use with glosses, lacquers or balms.
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: DIMETHICONE , DIMETHICONE CROSSPOLYMER , TOCOPHEROL , TOCOPHERYL ACETATE , CAPRYLYL GLYCOL , HEXYLENE GLYCOL , TETRAHEXYLDECYL ASCORBATE , PHENOXYETHANOL
                <ILNILN42165>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            "
466,517,smashbox,BE LEGENDARY LIPSTICK × FOSTER SISTERS,21.0,USD,lipstick,2016-10-02T01:32:52.850Z,"Smashbox Cosmetics has collaborated with the effortlessly cool and hilarious ""Barely Famous"" (VH1) sisters, Erin and Sara Foster, to celebrate the launch of the new Be Legendary Lipstick collection. The sisters personalized selections illustrates their unforgettable personalities and the enviable shades of the always photo ready lipstick. Sara chose a soft nude shade, Honey, while Erin chose Mandarin, a vibrant red orange. Both stay put and pop on camera, delivering rich, vibrant color in just 1 swipe.In a pinch, dot cream shades on cheeks for an instant flush.Available in nudes, neutrals, reds, corals, pinks, berries, browns, violets and bolds Pigment-loaded formula glides on and feels lush and light on the lips Moisturizing, satin-smooth creams soften and protect lips with shea butter + vitamins C and E Silky, vitamin-fortified mattes won't dry out or settle unevenly on lips
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: PENTAERYTHRITYL TETRAISOSTEARATE , BIS-DIGLYCERYL POLYACYLADIPATE-2 , CAPRYLIC/CAPRIC TRIGLYCERIDE , OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES , EUPHORBIA CERIFERA (CANDELILLA) WAX\CANDELILLA CERA\CIRE DE CANDELILLA , PVP/HEXADECENE COPOLYMER , DIPENTAERYTHRITYL HEXAHYDROXYSTEARATE/HEXASTEARATE/HEXAROSINATE , DIISOSTEARYL MALATE , POLYETHYLENE , HYDROGENATED POLYDECENE , POLYBUTENE , CETYL LACTATE , SYNTHETIC WAX , BUTYROSPERMUM PARKII (SHEA BUTTER) , TOCOPHEROL , TOCOPHERYL ACETATE , ASCORBYL PALMITATE , GLYCINE SOJA (SOYBEAN) SEED EXTRACT , OLEA EUROPAEA (OLIVE) FRUIT EXTRACT , CHAMOMILLA RECUTITA (MATRICARIA) FLOWER OIL , BEESWAX\CERA ALBA\CIRE D¿ABEILLE , COPERNICIA CERIFERA (CARNAUBA) WAX\CERA CARNAUBA\CIRE DE CARNAUBA , SYNTHETIC BEESWAX , CERAMIDE 3 , CHOLESTEROL , OCTYLDODECANOL , TRITICUM VULGARE (WHEAT) BRAN EXTRACT , POTASSIUM SULFATE , ALUMINA , CALCIUM ALUMINUM BOROSILICATE , CALCIUM SODIUM BOROSILICATE , TIN OXIDE , SILICA , OLEIC ACID , PALMITIC ACID , CETYL ALCOHOL , GLYCERYL STEARATE , ETHYLHEXYL HYDROXYSTEARATE , FLAVOR (AROMA) , VANILLIN , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , RED 6 (CI 15850) , RED 21 (CI 45380) , RED 6 LAKE (CI 15850) , RED 7 LAKE (CI 15850) , RED 28 LAKE (CI 45410) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILN>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Smashbox Cosmetics has collaborated with the effortlessly cool and hilarious ""Barely Famous"" (VH1) sisters, Erin and Sara Foster, to celebrate the launch of the new Be Legendary Lipstick collection. The sisters personalized selections illustrates their unforgettable personalities and the enviable shades of the always photo ready lipstick. Sara chose a soft nude shade, Honey, while Erin chose Mandarin, a vibrant red orange. Both stay put and pop on camera, delivering rich, vibrant color in just 1 swipe.In a pinch, dot cream shades on cheeks for an instant flush.Available in nudes, neutrals, reds, corals, pinks, berries, browns, violets and bolds Pigment-loaded formula glides on and feels lush and light on the lips Moisturizing, satin-smooth creams soften and protect lips with shea butter + vitamins C and E Silky, vitamin-fortified mattes won't dry out or settle unevenly on lips
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: PENTAERYTHRITYL TETRAISOSTEARATE , BIS-DIGLYCERYL POLYACYLADIPATE-2 , CAPRYLIC/CAPRIC TRIGLYCERIDE , OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES , EUPHORBIA CERIFERA (CANDELILLA) WAX\CANDELILLA CERA\CIRE DE CANDELILLA , PVP/HEXADECENE COPOLYMER , DIPENTAERYTHRITYL HEXAHYDROXYSTEARATE/HEXASTEARATE/HEXAROSINATE , DIISOSTEARYL MALATE , POLYETHYLENE , HYDROGENATED POLYDECENE , POLYBUTENE , CETYL LACTATE , SYNTHETIC WAX , BUTYROSPERMUM PARKII (SHEA BUTTER) , TOCOPHEROL , TOCOPHERYL ACETATE , ASCORBYL PALMITATE , GLYCINE SOJA (SOYBEAN) SEED EXTRACT , OLEA EUROPAEA (OLIVE) FRUIT EXTRACT , CHAMOMILLA RECUTITA (MATRICARIA) FLOWER OIL , BEESWAX\CERA ALBA\CIRE D¿ABEILLE , COPERNICIA CERIFERA (CARNAUBA) WAX\CERA CARNAUBA\CIRE DE CARNAUBA , SYNTHETIC BEESWAX , CERAMIDE 3 , CHOLESTEROL , OCTYLDODECANOL , TRITICUM VULGARE (WHEAT) BRAN EXTRACT , POTASSIUM SULFATE , ALUMINA , CALCIUM ALUMINUM BOROSILICATE , CALCIUM SODIUM BOROSILICATE , TIN OXIDE , SILICA , OLEIC ACID , PALMITIC ACID , CETYL ALCOHOL , GLYCERYL STEARATE , ETHYLHEXYL HYDROXYSTEARATE , FLAVOR (AROMA) , VANILLIN , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , RED 6 (CI 15850) , RED 21 (CI 45380) , RED 6 LAKE (CI 15850) , RED 7 LAKE (CI 15850) , RED 28 LAKE (CI 45410) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILN>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            "
467,516,smashbox,Be Legendary Lipstick,21.0,USD,lipstick,2016-10-02T01:32:51.694Z,"Makeup artists in our L.A. studio were constantly blending colors to achieve lipstick nirvana. That’s why we expanded the line to include 120 jaw-dropping shades! Our creams and mattes stay put and pop on camera, delivering rich, vibrant color in just 1 swipe.In a pinch, dot cream shades on cheeks for an instant flush.Available in nudes, neutrals, reds, corals, pinks, berries, browns, violets and bolds Pigment-loaded formula glides on and feels lush and light on the lips Moisturizing, satin-smooth creams soften and protect lips with shea butter + vitamins C and E Silky, vitamin-fortified mattes won’t dry out or settle unevenly on lips
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: PENTAERYTHRITYL TETRAISOSTEARATE , BIS-DIGLYCERYL POLYACYLADIPATE-2 , CAPRYLIC/CAPRIC TRIGLYCERIDE , OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES , EUPHORBIA CERIFERA (CANDELILLA) WAX\CANDELILLA CERA\CIRE DE CANDELILLA , PVP/HEXADECENE COPOLYMER , DIPENTAERYTHRITYL HEXAHYDROXYSTEARATE/HEXASTEARATE/HEXAROSINATE , DIISOSTEARYL MALATE , POLYETHYLENE , HYDROGENATED POLYDECENE , POLYBUTENE , CETYL LACTATE , SYNTHETIC WAX , BUTYROSPERMUM PARKII (SHEA BUTTER) , TOCOPHEROL , TOCOPHERYL ACETATE , ASCORBYL PALMITATE , GLYCINE SOJA (SOYBEAN) SEED EXTRACT , OLEA EUROPAEA (OLIVE) FRUIT EXTRACT , CHAMOMILLA RECUTITA (MATRICARIA) FLOWER OIL , BEESWAX\CERA ALBA\CIRE D¿ABEILLE , COPERNICIA CERIFERA (CARNAUBA) WAX\CERA CARNAUBA\CIRE DE CARNAUBA , SYNTHETIC BEESWAX , CERAMIDE 3 , CHOLESTEROL , OCTYLDODECANOL , TRITICUM VULGARE (WHEAT) BRAN EXTRACT , POTASSIUM SULFATE , ALUMINA , CALCIUM ALUMINUM BOROSILICATE , CALCIUM SODIUM BOROSILICATE , TIN OXIDE , SILICA , OLEIC ACID , PALMITIC ACID , CETYL ALCOHOL , GLYCERYL STEARATE , ETHYLHEXYL HYDROXYSTEARATE , FLAVOR (AROMA) , VANILLIN , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , RED 6 (CI 15850) , RED 21 (CI 45380) , RED 6 LAKE (CI 15850) , RED 7 LAKE (CI 15850) , RED 28 LAKE (CI 45410) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN40008>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Makeup artists in our L.A. studio were constantly blending colors to achieve lipstick nirvana. That’s why we expanded the line to include 120 jaw-dropping shades! Our creams and mattes stay put and pop on camera, delivering rich, vibrant color in just 1 swipe.In a pinch, dot cream shades on cheeks for an instant flush.Available in nudes, neutrals, reds, corals, pinks, berries, browns, violets and bolds Pigment-loaded formula glides on and feels lush and light on the lips Moisturizing, satin-smooth creams soften and protect lips with shea butter + vitamins C and E Silky, vitamin-fortified mattes won’t dry out or settle unevenly on lips
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: PENTAERYTHRITYL TETRAISOSTEARATE , BIS-DIGLYCERYL POLYACYLADIPATE-2 , CAPRYLIC/CAPRIC TRIGLYCERIDE , OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES , EUPHORBIA CERIFERA (CANDELILLA) WAX\CANDELILLA CERA\CIRE DE CANDELILLA , PVP/HEXADECENE COPOLYMER , DIPENTAERYTHRITYL HEXAHYDROXYSTEARATE/HEXASTEARATE/HEXAROSINATE , DIISOSTEARYL MALATE , POLYETHYLENE , HYDROGENATED POLYDECENE , POLYBUTENE , CETYL LACTATE , SYNTHETIC WAX , BUTYROSPERMUM PARKII (SHEA BUTTER) , TOCOPHEROL , TOCOPHERYL ACETATE , ASCORBYL PALMITATE , GLYCINE SOJA (SOYBEAN) SEED EXTRACT , OLEA EUROPAEA (OLIVE) FRUIT EXTRACT , CHAMOMILLA RECUTITA (MATRICARIA) FLOWER OIL , BEESWAX\CERA ALBA\CIRE D¿ABEILLE , COPERNICIA CERIFERA (CARNAUBA) WAX\CERA CARNAUBA\CIRE DE CARNAUBA , SYNTHETIC BEESWAX , CERAMIDE 3 , CHOLESTEROL , OCTYLDODECANOL , TRITICUM VULGARE (WHEAT) BRAN EXTRACT , POTASSIUM SULFATE , ALUMINA , CALCIUM ALUMINUM BOROSILICATE , CALCIUM SODIUM BOROSILICATE , TIN OXIDE , SILICA , OLEIC ACID , PALMITIC ACID , CETYL ALCOHOL , GLYCERYL STEARATE , ETHYLHEXYL HYDROXYSTEARATE , FLAVOR (AROMA) , VANILLIN , [+/- MICA , TITANIUM DIOXIDE (CI 77891) , IRON OXIDES (CI 77491) , IRON OXIDES (CI 77492) , IRON OXIDES (CI 77499) , BISMUTH OXYCHLORIDE (CI 77163) , BLUE 1 LAKE (CI 42090) , CARMINE (CI 75470) , RED 6 (CI 15850) , RED 21 (CI 45380) , RED 6 LAKE (CI 15850) , RED 7 LAKE (CI 15850) , RED 28 LAKE (CI 45410) , RED 30 LAKE (CI 73360) , RED 33 LAKE (CI 17200) , YELLOW 5 LAKE (CI 19140) , YELLOW 6 LAKE (CI 15985)]
                <ILNILN40008>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            "
468,515,smashbox,ALWAYS ON LIQUID LIPSTICK,24.0,USD,lipstick,2016-10-02T01:32:51.374Z,"Perfected on-set in our L.A. photo studio, our long-wear, water-resistant liquid lipstick features Advanced Polymer Technology that makes it stay put and look as fresh and flawless as your first swipe—for up to 8 hours. Featherweight but fierce, this liquid matte formula is infused with lip-smoothing Primer Oil complex for suede-soft lip color in 20 super-rad shades. It’s smudge-proof, budge-proof and non-feathering. Because really, who has time for touch-ups? LILLY SINGH + SMASHBOXMegastar Lilly Singh is a comedian, artist and all-around entertainer who inspires her eight million YouTube subscribers to be a ""Bawse."" The second we met her, we knew we had to collaborate. We bottled her smart, funny vibe and created Bawse, Lilly's own signature shade of our Always On Liquid Lipstick. This no-rules red is fierce, featherweight and looks as fresh as your first swipe for eight hours. Wear it whenever you want to make things happen.The only matte liquid lipstick infused with Smashbox Primer Oil complex to keep it comfortableAdvanced Polymer Technology makes it stay put and look as fresh and flawless as the first swipePrecision tip applicator lines and fills with one swipe of our no-drop reservoirBudge-proof, non-feathering and water-resistantTo use: Define lip with precise tip and fill in with color. Wipe off with oil-based remover.  
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: Isododecane, Dimethicone, Trimethylsiloxysilicate, Polybutene, Petrolatum, Cyclohexasiloxane, Kaolin, Disteardimonium Hectorite, Beeswax\Cera Alba\Cire d'Abeille, Silica Dimethyl Silylate, Glyceryl Behenate/Eicosadioate, Tocopheryl Acetate, Propylene Carbonate, Helianthus Annuus (Sunflower) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Cyclopentasiloxane, Flavor (Aroma), Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol, [+/- Blue 1 Lake (CI 42090), Carmine (CI 75470), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Mica, Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 22 Lake (CI 45380), Red 28 (CI 45410), Red 28 Lake (CI 45410), Red 30 (CI 73360), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)] 
                <ILNILN42556>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            Perfected on-set in our L.A. photo studio, our long-wear, water-resistant liquid lipstick features Advanced Polymer Technology that makes it stay put and look as fresh and flawless as your first swipe—for up to 8 hours. Featherweight but fierce, this liquid matte formula is infused with lip-smoothing Primer Oil complex for suede-soft lip color in 20 super-rad shades. It’s smudge-proof, budge-proof and non-feathering. Because really, who has time for touch-ups? LILLY SINGH + SMASHBOXMegastar Lilly Singh is a comedian, artist and all-around entertainer who inspires her eight million YouTube subscribers to be a ""Bawse."" The second we met her, we knew we had to collaborate. We bottled her smart, funny vibe and created Bawse, Lilly's own signature shade of our Always On Liquid Lipstick. This no-rules red is fierce, featherweight and looks as fresh as your first swipe for eight hours. Wear it whenever you want to make things happen.The only matte liquid lipstick infused with Smashbox Primer Oil complex to keep it comfortableAdvanced Polymer Technology makes it stay put and look as fresh and flawless as the first swipePrecision tip applicator lines and fills with one swipe of our no-drop reservoirBudge-proof, non-feathering and water-resistantTo use: Define lip with precise tip and fill in with color. Wipe off with oil-based remover.  
              
                Formulated without Parabens, Sodium Lauryl Sulfate, Phthalates, Fragrance & Talc.INGREDIENTS: Isododecane, Dimethicone, Trimethylsiloxysilicate, Polybutene, Petrolatum, Cyclohexasiloxane, Kaolin, Disteardimonium Hectorite, Beeswax\Cera Alba\Cire d'Abeille, Silica Dimethyl Silylate, Glyceryl Behenate/Eicosadioate, Tocopheryl Acetate, Propylene Carbonate, Helianthus Annuus (Sunflower) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Cyclopentasiloxane, Flavor (Aroma), Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol, [+/- Blue 1 Lake (CI 42090), Carmine (CI 75470), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Mica, Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 22 Lake (CI 45380), Red 28 (CI 45410), Red 28 Lake (CI 45410), Red 30 (CI 73360), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140), Yellow 6 Lake (CI 15985)] 
                <ILNILN42556>
                  Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.
              
            "
828,114,covergirl,CoverGirl Outlast Longwear Lipstick,10.99,USD,lipstick,2016-10-01T18:25:52.547Z,"With CoverGirl Outlast Longwear Lipstick you get both moisture and colour! No need to choose!This long lasting lipstick doesn’t flake or 
crumble because it’s super-powered with moisture. It'll stays super fresh and 
super flexible all day, leaving you with a light weight but very pigmented lip look."
829,113,covergirl,CoverGirl Outlast Lipcolor Moisturizing Clear Topcoat (500),12.99,USD,lipstick,2016-10-01T18:25:51.301Z,"CoverGirl Outlast Lipcolor Moisturizing Clear Topcoat is a moisturizing lip gloss that keeps lips feeling moist, soft & smooth.Features: Moisturizing formulaSafe for sensitive skinFragrance freeIngredients: Sucrose Polycottonseedate, Ozokerite, Beeswax/ Cire D'Abeille, Tocopheryl Acetate, Tocopherol, Propyl Gallate, Propylparaben, Acetyl Glucosamine, Cocos Nucifera (Coconut Oil), Aloe Barbadensis Leaf Extract, Theobroma Cacao (Cocoa) Seed Butter, Butyrospermum Parkii (Shea Butter), Sodium Saccharin, Flavor/Aroma, Eu Inci, Sucrose Polycottonseedate, Ozokerite, Cera Alba, Tocopheryl Acetate, Tocopherol, Propylparaben, Propyl Gallate, Acetyl Glucosamine, Cocos Nucifera (Coconut Oil), Aloe Barbadensis Leaf Extract, Theobroma Cacao (Cocoa) Seed Butter, Butyrospermum Parkii (Shea Butter), Sodium Saccharin, Aroma"
830,107,butter london,butter LONDON Moisture Matte Lipstick,28.96,USD,lipstick,2016-10-01T18:25:45.292Z,"butter LONDON Moisture Matte Lipstick offers full coverage, ultimate colour payoff in a velvety matte finish.
With specialized pigments that extend colour wear, this long-lasting, non-drying 
formula does not feather or bleed. Revolutionary gel-capsule technology 
delivers colour and moisture for smooth, silky application and maximum 
comfort. Triple Butter Complex for rich, creamy, lasting moisture – 
Mango Seed Butter, Murumuru Seed Butter, and Cupuacu Seed Butter. 
Vitamin E and minerals smooth the lip surface for a flawless 
application. Subtly scented with creamy vanilla. Sleek, slim line metal 
component for easy application, control and portability.Ingredients: Pentaerythrityl Tetraisostearate, Caprylic/Capric Triglyceride, Ethylhexyl Palmitate, Silica, Aluminum Starch Octenylsuccinate, Polyethylene, Bis-Diglyceryl Polyacyladipate-2, C20-40 Alcohols, Caprylyl Glycol, Mangifera Indica (Mango) Seed Butter, Theobroma Grandiflorum Seed Butter, Astrocaryum Murumuru Seed Butter, Parfum (Fragrance), Benzyl Benzoate, Tocopheryl Acetate, Tocopherol, Calcium Sodium Borosilicate, Tin Oxide. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 77492, 77499), Mica (CI 77019), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 27 (CI 45410), Red 28 Lake (CI 45410), Red 30 Lake (CI 73360), Red 33 Lake (CI 17200), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090), Carmine (CI 75470).Paraben Free"
831,106,l'oreal,L'Oreal Paris Colour Riche Le Matte & La Lacque Lip Colour,11.49,USD,lipstick,2016-10-01T18:25:43.991Z,"Introducing Colour Riche Le Matte & La Lacque, the newest format in lip colour. velvety matte or irresistibly glossy pigment-rich colour, perfectly precise. Use it anywhere, anytime – it’s the newest makeup designer must-have!Features:The sleek, sophisticated pen offers highly pigmented colour Glides on effortlessly in one precise stroke Available in 2 iconic finishes, creamy matte & smooth lacquerEnriched with argan oil for deep hydration and soft feel & vitamin antioxidant for protection"
832,105,covergirl,CoverGirl Colorlicious Lipstick,10.49,USD,lipstick,2016-10-01T18:25:42.891Z,"CoverGirl Colorlicious Lipstick gives you rich, satisfying color in shades you can't help but crave!Features: Deliciously rich color infused with shea butterFull coverage color, high shine intensityNatural butters help keep lips suppleLasting colourIngredients:
 Ricinus Communis (Castor) Seed Oil, Isopropyl Isostearate, Mica, 
Ethylhexyl Hydroxystearate, Acetylated Lanolin, Ozokerite, Euphorbia 
Cerifera (Candelilla) Wax/Cire De Candelilla, Paraffin, Squalane, 
Copernicia Cerifera (Carnauba) Wax/Cire De Carnauba, Cetyl Lactate, 
Cetyl Alcohol, Fragrance/Parfum, Ascorbyl Palmitate, Tocopheryl Acetate,
 Maltodextrin, Camellia Sinensis Leaf Extract, Butyrospermum Parkii 
(Shea) Butter, Silk Powder/Poudre De Soie, Persea Gratissima (Avocado) 
Oil, Cocos Nucifera (Coconut) Oil, Aloe Barbadensis Leaf Extract, 
Propylparaben, Hydrogenated Vegetable Oil, Retinyl Palmitate, Some 
Shades Also Contain/Certaines Teintes Contiennent Aussi: Lauroyl Lysine,
 Synthetic Fluorphlogopite, May Contain/Peut Contenir: Titanium Dioxide,
 Red 7 Lake, Yellow 5 Lake, Red 6 Lake, Iron Oxides, Blue 1 Lake, 
Carmine, Red 27 Lake, Yellow 6 Lake, Orange 5, Red 27"
833,102,covergirl,CoverGirl Outlast Lipcolor,12.99,USD,lipstick,2016-10-01T18:25:39.503Z,"CoverGirls very popular longwear lip color just got better! The advanced formula with resilient, brilliant color and new applicator gives you up to 24 hours of color in just 2 easy, breezy steps.Features:Lasts up to 24 hoursBeautiful shades that are food proof and transfer resistant all day!Moisturizing topcoat keeps lips feeling moist, soft and smoothApplication Tips: Apply color to clean lips. Let dry 60 seconds. Apply moisturizing topcoat. Reapply topcoat like a balm throughout the day to refresh your look and feel."
834,101,mineral fusion,Mineral Fusion Sheer Moisture Lip Tint,12.0,USD,lipstick,2016-10-01T18:25:38.145Z,"Mineral Fusion Sheer Moisture Lip Tint is a sheer, buildable mineral colour that provides long-lasting hydration and applies effortlessly on-the-go with no mirror required.  The 100% pure mineral shades are ultra-hydrating, infused with Cocoa Butter, a lip-firming peptide, and a refreshing Vanilla-Mint flavor.  Features:Hydrating & FirmingPerfect for On-The-Go UseFree of artificial colour and fragranceCruelty FreeParaben FreeTalc FreeHypo-allergenicPhthalate FreeIngredients: Ricinus Communis (Castor) Seed Oil, Ethylhexyl Hydroxystearate, Jojoba (Simmondsia  Chinensis) Seed Oil, Cera Alba (Beeswax), Euphorbia Cerifera (Candelilla) Wax,  Copernicia Cerifera (Carnauba) Wax, Isopropyl Palmitate, Cetyl Alcohol, Ascorbic Acid  (Vitamin C), Theobroma Cacao (Cocoa) Seed Butter, Aloe Barbadensis, Tocopheryl  Acetate (Vitamin E), Palmitoyl Tripeptide-5, Olea Europaea (Olive) Leaf Extract,  Eupatorium Rebaudianum Bertoni Leaf Extract, Origanum Vulgare (Oregano) Leaf  Extract, Thymus Vulgarus (Thyme) Extract, Cocos Nucifera (Coconut) Oil, and Natural  Vanilla Mint.    May Contain: Red Iron Oxide, Yellow Iron Oxide, Black Iron Oxide, Titanium Dioxide, Mica. Gluten Free, Vegan"
835,99,dr. hauschka,Dr. Hauschka Limited Edition Lipstick Novum,27.0,USD,lipstick,2016-10-01T18:25:36.091Z,"This Dr. Hauschka Lipstick leaves the lips feeling soft and silky thanks
 to its composition of premium argan oil and beeswax, as well as mineral
 pigments and medicinal plant extracts.  The colour of the slim-liner 
combines with the natural red of the lips to create completely uniquenuances of colour.Ingredients: Ricinus
 Communis (Castor) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, 
Rosa Canina Fruit Extract, Lanolin, Beeswax (Cera Alba), Mica, Daucus 
Carota Sativa (Carrot) Root Extract, Argania Spinosa Kernel Oil, 
Euphorbia Cerifera (Candelilla) Wax, Copernicia Cerifera (Carnauba) Wax,
 Rosa Damascena Flower Extract, Anthyllis Vulneraria Extract, Prunus 
Amygdalus Dulcis (Sweet Almond) Oil, Prunus Armeniaca (Apricot) Kernel 
Oil, Hydrogenated Jojoba Oil, Rosa Damascena Flower Wax, Fragrance 
(Parfum), Linalool*, Benzyl Benzoate*, Farnesol*, Limonene*, Geraniol*, 
Benzyl Salicylate*, Eugenol*, Citronellol*, Benzyl Alcohol*, 
Maltodextrin, Lecithin, Silica, Carmine (CI 75470), Iron Oxides (CI 
77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891).  *component of 
natural essential oils"
836,98,marcelle,Marcelle Rouge Xpression Lipstick,11.99,USD,lipstick,2016-10-01T18:25:34.246Z,"Luscious lips made easy! Express your true self with Marcelle Rouge Xpression lipstick! Rouge Xpression
 has a dual personality that will delight your lips; it has a 
moisturizing Maxi-Lip complex that hydrates your lips' delicate skin and
 adds sexy volume.
Replete with avocado and Omega-6 oils, its formula prevents dry, 
cracked lips and restores moisture. Its creamy, velvety and non-sticky 
texture ensures total comfort. And with so many vibrant colours, biting 
into life will never have looked so sexy!
Hypoallergenic and perfume-free."
